HAGRID	kingdom	phylum	class	order	family	genus	species	common_name	female_maturity_days	male_maturity_days	gestation_incubation_days	weaning_days	litter_clutch_size	litters_clutches_per_year	inter_litter_interbirth_interval	birth_weight_g	weaning_weight_g	adult_weight_g	growth_rate_recip_days	maximum_longevity_yrs	source	specimen_origin	sample_size	data_quality	imr_per_yr	mrdt_yrs	metabolic_rate_w	body_mass_g	temperature_k	references
01355	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix aluco	Tawny owl	365	365	NA	NA	NA	NA	NA	NA	NA	520	NA	22.4	450	wild	medium	acceptable	NA	NA	NA	NA	NA	4507291143
01356	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix nebulosa	Great grey owl	365	365	30	NA	2	1	NA	37.5	NA	1120	NA	15.9	450	wild	small	acceptable	NA	NA	NA	NA	NA	444445450729972
01357	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix occidentalis	Spotted owl	365	365	30	NA	2	NA	NA	NA	NA	588.7	NA	25	1	captivity	small	acceptable	NA	NA	2.675	571	NA	1435437444445820
01358	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix uralensis	Ural owl	365	365	NA	NA	NA	NA	NA	NA	NA	784.5	0.106	23.8	450	wild	medium	acceptable	NA	NA	NA	NA	NA	450729732820
01359	Animalia	Chordata	Aves	Strigiformes	Strigidae	Strix	Strix varia	Barred owl	730	730	28	NA	2	1	NA	46	NA	715	NA	24	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427444445
01360	Animalia	Chordata	Aves	Strigiformes	Strigidae	Surnia	Surnia ulula	Northern hawk-owl	NA	NA	27	NA	7	1	NA	18	NA	320	NA	16.2	450	wild	medium	acceptable	NA	NA	NA	NA	NA	445450
01361	Animalia	Chordata	Aves	Strigiformes	Tytonidae	Tyto	Tyto alba	Barn owl	365	365	33	NA	6	2	NA	15	NA	580	0.17	34	445	wild	medium	acceptable	NA	NA	NA	NA	NA	444445729732
01362	Animalia	Chordata	Aves	Struthioniformes	Struthionidae	Struthio	Struthio camelus	Ostrich	NA	NA	NA	NA	NA	NA	NA	NA	NA	111000	NA	50	1	captivity	large	acceptable	NA	NA	69.6339	100000	NA	1435820
01363	Animalia	Chordata	Aves	Suliformes	Anhingidae	Anhinga	Anhinga anhinga	Anhinga	730	730	28	NA	4	NA	NA	NA	NA	1080	NA	16.4	1	captivity	tiny	acceptable	NA	NA	3.2258	1040	NA	1425445
01364	Animalia	Chordata	Aves	Suliformes	Anhingidae	Anhinga	Anhinga melanogaster	Darter	NA	NA	NA	NA	NA	NA	NA	NA	NA	1486.6	NA	16	1	captivity	small	acceptable	NA	NA	NA	NA	NA	1820
01365	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	Fregata andrewsi	Christmas Island frigatebird	NA	NA	NA	NA	NA	NA	NA	NA	NA	1550	NA	25.6	972	wild	medium	acceptable	NA	NA	NA	NA	NA	972
01366	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	Fregata ariel	Lesser frigatebird	NA	NA	NA	NA	NA	NA	NA	NA	NA	806	0.04	27.6	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427732820
01367	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	Fregata magnificens	Magnificent frigatebird	1826	1826	56	NA	1	1	NA	NA	NA	1078	0.042	34	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA	444445732
01368	Animalia	Chordata	Aves	Suliformes	Fregatidae	Fregata	Fregata minor	Great frigatebird	1826	1826	56	NA	1	1	NA	NA	NA	1400	0.05	43	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427445732
01369	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax aristotelis	European shag	1095	1095	NA	NA	NA	NA	NA	NA	NA	1773	0.171	30.6	450	wild	medium	acceptable	NA	NA	NA	NA	NA	4507297328201143
01370	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax auritus	Double-crested cormorant	730	730	24	NA	4	1	NA	31.15	NA	1817	0.171	22.5	427	wild	large	acceptable	NA	NA	5.6096	1330	NA	4274354444457328e5
01371	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax brasilianus	Neotropic cormorant	365	365	26	NA	3.5	NA	NA	NA	NA	1550	NA	12.6	576	wild	small	acceptable	NA	NA	NA	NA	NA	444445576
01372	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax carbo	Great cormorant	1460	1460	30	NA	4	1	NA	48.5	NA	3628.8	0.115	27.2	450	wild	small	acceptable	NA	NA	NA	NA	NA	4444454507321143
01373	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax pelagicus	Pelagic cormorant	730	730	22	NA	4	NA	NA	35	NA	2041.2	NA	17.8	576	wild	small	acceptable	NA	NA	NA	NA	NA	444445576
01374	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax penicillatus	Brandt's cormorant	730	730	30	NA	3	1	NA	33	NA	2426	NA	18	576	wild	medium	acceptable	NA	NA	NA	NA	NA	444445576
01375	Animalia	Chordata	Aves	Suliformes	Sulidae	Morus	Morus bassanus	Northern gannet	730	1095	43	NA	1	1	NA	80	NA	2950	0.102	37.4	450	wild	medium	acceptable	NA	NA	NA	NA	NA	444445450729732
01376	Animalia	Chordata	Aves	Suliformes	Sulidae	Morus	Morus serrator	Australasian gannet	NA	NA	NA	NA	NA	NA	NA	NA	NA	2350	NA	33	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1820
01377	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	Sula dactylatra	Masked booby	1461	1461	43	NA	1.5	NA	NA	52.2	NA	1739.2	0.081	25.5	427	wild	large	acceptable	NA	NA	5.5209	1289	NA	427444445510732800
01378	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	Sula granti	Nazca booby	NA	NA	NA	NA	NA	NA	NA	NA	NA	1754	NA	21	320	wild	medium	acceptable	NA	NA	NA	NA	NA	3208201143
01379	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	Sula leucogaster	Brown booby	1278	1278	41	NA	2	1	NA	NA	NA	1134	0.113	27.2	427	wild	medium	acceptable	NA	NA	NA	NA	NA	427444445732
01380	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	Sula nebouxii	Blue-footed booby	NA	NA	41	NA	2	NA	NA	NA	NA	1530	NA	18	444	wild	medium	acceptable	NA	NA	NA	NA	NA	4441143
01381	Animalia	Chordata	Aves	Suliformes	Sulidae	Sula	Sula sula	Red-footed booby	730	730	44	NA	1	1	NA	40	NA	1017	0.064	23	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1444445732
01382	Animalia	Chordata	Aves	Tinamiformes	Tinamidae	Tinamus	Tinamus solitarius	Solitary tinamou	NA	NA	NA	NA	NA	NA	NA	NA	NA	1390.5	NA	15	1	captivity	tiny	acceptable	NA	NA	NA	NA	NA	1820
01384	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Caspiomyzon	Caspiomyzon wagneri	Volga lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	113.3	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01385	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Entosphenus	Entosphenus tridentatus	Pacific lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	275	NA	9	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
01386	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Eudontomyzon	Eudontomyzon danfordi	Carpathian lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01387	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Eudontomyzon	Eudontomyzon mariae	Ukrainian brook lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01388	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Ichthyomyzon	Ichthyomyzon castaneus	Chestnut lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01389	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Ichthyomyzon	Ichthyomyzon greeleyi	Mountain brook lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	440	unknown	medium	acceptable	NA	NA	NA	NA	NA	440
01390	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Ichthyomyzon	Ichthyomyzon unicuspis	Silver lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01391	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra	Lampetra aepyptera	Least brook lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01392	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra	Lampetra fluviatilis	European river lamprey	2250	2250	NA	NA	NA	NA	NA	NA	NA	82.5	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01393	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lampetra	Lampetra planeri	European brook lamprey	1916	1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01394	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	Lethenteron appendix	American brook lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01395	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	Lethenteron camtschaticum	Arctic lamprey	1642	1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01396	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	Lethenteron kessleri	Siberian brook lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01397	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	Lethenteron reissneri	Far eastern brook lamprey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01398	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Lethenteron	Lethenteron zanandreai	Po brook lamprey	1916	1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01399	Animalia	Chordata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Petromyzon	Petromyzon marinus	Sea lamprey	3193	3193	NA	NA	NA	NA	NA	NA	NA	1375	NA	9	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454520
01401	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus acronotus	Blacknose shark	1369	1003	NA	NA	3.9	NA	730	NA	NA	10395	NA	19	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01402	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus amblyrhynchos	Grey reef shark	2190	NA	NA	NA	4.1	NA	730	NA	NA	18535	NA	25	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01403	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus brachyurus	Copper shark	7610	5840	NA	NA	16.6	NA	730	NA	NA	167530	NA	34.5	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01404	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus brevipinna	Spinner shark	3285	NA	NA	NA	8.5	NA	730	NA	NA	49335	NA	19	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01405	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus cautus	Nervous shark	2190	NA	NA	NA	4.2	NA	730	NA	NA	NA	NA	16.4	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
01406	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus falciformis	Silky shark	2920	2646	NA	NA	6.5	NA	730	NA	NA	190300	NA	23	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01407	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus galapagensis	Galapagos shark	2829	2555	NA	NA	8.7	NA	730	NA	NA	47025	NA	24	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01408	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus isodon	Finetooth shark	1570	1423	NA	NA	4	NA	730	NA	NA	NA	NA	8	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01409	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus leucas	Bull shark	6570	6296	NA	NA	9.8	NA	730	NA	NA	174075	NA	32	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01410	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus limbatus	Blacktip shark	2555	NA	NA	NA	4.6	NA	730	NA	NA	67540	NA	12	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01411	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus longimanus	Oceanic whitetip shark	1825	NA	NA	NA	6.1	NA	730	NA	NA	92070	NA	22	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01412	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus obscurus	Dusky shark	7482	7391	NA	NA	10	NA	1095	NA	NA	190575	NA	35	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01413	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus plumbeus	Sandbar shark	5110	5231	NA	NA	7.9	NA	730	NA	NA	65000	NA	32	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA	454523822
01414	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus porosus	Smalltail shark	2190	2190	NA	NA	4.5	NA	365	NA	NA	NA	NA	24	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01415	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus signatus	Night shark	3650	NA	NA	NA	11.1	NA	730	NA	NA	42185	NA	31.7	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01416	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus sorrah	Spot-tail shark	912	NA	NA	NA	3.1	NA	365	NA	NA	15400	NA	8	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01417	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Carcharhinus	Carcharhinus tilstoni	Australian blacktip shark	1277	1277	NA	NA	3	NA	365	NA	NA	28600	NA	12	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01418	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Galeocerdo	Galeocerdo cuvier	Tiger shark	2555	1825	NA	NA	31.5	NA	730	NA	NA	444070	NA	50	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01419	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Negaprion	Negaprion brevirostris	Lemon shark	4636	NA	NA	NA	7.4	NA	730	NA	NA	101035	NA	20	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01420	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Prionace	Prionace glauca	Blue shark	2190	NA	NA	NA	30	NA	365	NA	NA	113245	NA	20	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01421	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Rhizoprionodon acutus	Milk shark	NA	NA	NA	NA	NA	NA	NA	NA	NA	2750	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01422	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Rhizoprionodon taylori	Australian sharpnose shark	365	NA	NA	NA	4.5	NA	365	NA	NA	NA	NA	7	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01423	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Rhizoprionodon terraenovae	Atlantic sharpnose shark	948	803	NA	NA	4.4	NA	365	NA	NA	3987.5	NA	10.2	822	wild	medium	acceptable	NA	NA	NA	NA	NA	22454822
01424	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Scoliodon	Scoliodon laticaudus	Spadenose shark	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01425	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Carcharhinidae	Triaenodon	Triaenodon obesus	Whitetip reef shark	2920	NA	NA	NA	NA	NA	NA	NA	NA	10065	NA	25	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
01426	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	Scyliorhinus	Scyliorhinus canicula	Small-spotted catshark	2791	1642	NA	NA	45.5	NA	365	NA	NA	726	NA	12	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01427	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	Scyliorhinus	Scyliorhinus stellaris	Nursehound	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1
01428	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Sphyrnidae	Sphyrna	Sphyrna lewini	Scalloped hammerhead	1460	1387	NA	NA	20.1	NA	365	NA	NA	83820	NA	35	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01429	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Sphyrnidae	Sphyrna	Sphyrna tiburo	Bonnethead shark	1058	857	NA	NA	10	NA	365	NA	NA	5940	NA	6.5	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01430	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Furgaleus	Furgaleus macki	Whiskery skark	2372	1642	NA	NA	19	NA	730	NA	NA	7095	NA	11.5	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01431	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Galeorhinus	Galeorhinus galeus	Tope shark	4615	NA	NA	NA	24.9	NA	1095	NA	NA	24585	NA	55	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01432	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Hemitriakis	Hemitriakis japanica	Japanese topeshark	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1
01433	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus antarcticus	Gummy shark	2336	1715	NA	NA	16	NA	365	NA	NA	16940	NA	16	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01434	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus californicus	Gray smoothhound	766	584	NA	NA	9.5	NA	365	NA	NA	NA	NA	9	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01435	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus canis	Dusky smooth-hound	1606	748	NA	NA	9.5	NA	365	NA	NA	6710	NA	16	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01436	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus griseus	Spotless smooth-hound	2062	2190	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
01437	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus henlei	Brown smoothhound	2062	1131	NA	NA	4.5	NA	365	NA	NA	NA	NA	13	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01438	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus lenticulatus	Spotted estuary smooth-hound	1460	1435	NA	NA	10.7	NA	365	NA	NA	NA	NA	19.5	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01439	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus manazo	Starspotted smooth-hound	1085	772	NA	NA	7.5	NA	365	NA	NA	3146	NA	10	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01440	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Mustelus	Mustelus mustelus	Smooth-hound	4927	2737	NA	NA	11.5	NA	365	NA	NA	NA	NA	24	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01441	Animalia	Chordata	Chondrichthyes	Carcharhiniformes	Triakidae	Triakis	Triakis semifasciata	Leopard shark	4745	2555	NA	NA	15	NA	365	NA	NA	10110	NA	30	822	wild	medium	acceptable	NA	NA	NA	NA	NA	22454822
01442	Animalia	Chordata	Chondrichthyes	Chimaeriformes	Callorhinchidae	Callorhinchus	Callorhinchus capensis	Cape elephantfish	1533	1204	NA	NA	22	NA	365	NA	NA	2887.5	NA	12	822	unknown	medium	acceptable	NA	NA	NA	NA	NA	454822
01443	Animalia	Chordata	Chondrichthyes	Chimaeriformes	Callorhinchidae	Callorhinchus	Callorhinchus milii	Elephant fish	1642	1095	NA	NA	13	NA	365	NA	NA	NA	NA	6	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01444	Animalia	Chordata	Chondrichthyes	Chimaeriformes	Chimaeridae	Chimaera	Chimaera monstrosa	Rabbitfish	4181	NA	NA	NA	22	NA	365	NA	NA	1375	NA	29.4	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01445	Animalia	Chordata	Chondrichthyes	Heterodontiformes	Heterodontidae	Heterodontus	Heterodontus francisci	Horn shark	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1
01446	Animalia	Chordata	Chondrichthyes	Heterodontiformes	Heterodontidae	Heterodontus	Heterodontus galeatus	Crested bullhead shark	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1
01447	Animalia	Chordata	Chondrichthyes	Hexanchiformes	Notorynchidae	Notorynchus	Notorynchus cepedianus	Bluntnose sevengill shark	NA	5840	NA	NA	88.5	NA	730	NA	NA	58850	NA	49	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01448	Animalia	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Alopias	Alopias pelagicus	Pelagic thresher shark	3139	2737	NA	NA	2	NA	365	NA	NA	NA	NA	29	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01449	Animalia	Chordata	Chondrichthyes	Lamniformes	Alopiidae	Alopias	Alopias superciliosus	Bigeye thresher	4690	3650	NA	NA	2	NA	365	NA	NA	200090	NA	21	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01450	Animalia	Chordata	Chondrichthyes	Lamniformes	Cetorhinidae	Cetorhinus	Cetorhinus maximus	Basking shark	4197	2920	NA	NA	NA	NA	NA	NA	NA	2200000	NA	32	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
01451	Animalia	Chordata	Chondrichthyes	Lamniformes	Lamnidae	Carcharodon	Carcharodon carcharias	Great white shark	NA	3285	NA	NA	6	NA	730	NA	NA	1870000	NA	50	822	wild	medium	acceptable	NA	NA	NA	NA	NA	224548221169
01452	Animalia	Chordata	Chondrichthyes	Lamniformes	Lamnidae	Isurus	Isurus oxyrinchus	Shortfin mako	5475	NA	NA	NA	12.5	NA	1095	NA	NA	278190	NA	25	822	wild	medium	acceptable	NA	NA	NA	NA	NA	22454822
01453	Animalia	Chordata	Chondrichthyes	Lamniformes	Lamnidae	Lamna	Lamna ditropis	Salmon shark	2738	NA	NA	NA	4.5	NA	365	NA	NA	96250	NA	20	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01454	Animalia	Chordata	Chondrichthyes	Lamniformes	Lamnidae	Lamna	Lamna nasus	Porbeagle	4745	NA	NA	NA	4	NA	365	NA	NA	126500	NA	30	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01455	Animalia	Chordata	Chondrichthyes	Lamniformes	Odontaspididae	Carcharias	Carcharias taurus	Sand tiger shark	2500	1642	NA	NA	2	NA	730	NA	NA	87340	NA	12	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01456	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Dasyatis	Dasyatis americana	Southern stingray	2008	NA	NA	NA	4.2	NA	365	NA	NA	74580	NA	18	822	wild	medium	acceptable	NA	NA	NA	NA	NA	454822
01457	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Dasyatis	Dasyatis chrysonota	Blue stingray	2555	NA	NA	NA	6.2	NA	365	NA	NA	NA	NA	10	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
01458	Animalia	Chordata	Chondrichthyes	Myliobatiformes	Dasyatidae	Dasyatis	Dasyatis dipterura	Diamond stingray	3468	NA	NA	NA	2	NA	365	NA	NA	NA	NA	28	822	wild	medium	acceptable	NA	NA	NA	NA	NA	822
